year,title,published_at,updated_at,category,nominee,artist,workers,img
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Record Of The Year,Bad Guy,Billie Eilish,"Finneas O'Connell, producer; Rob Kinelski & Finneas O'Connell, engineers/mixers; John Greenham, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Billie%2BEilish/Billie%2520Eilish_1_1_1594138954.jpg?itok=3-71Dfxh
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Record Of The Year,"Hey, Ma",Bon Iver,"BJ Burton, Brad Cook, Chris Messina & Justin Vernon, producers; BJ Burton, Zach Hanson & Chris Messina, engineers/mixers; Greg Calbi, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bon%2BIver/Bon%2520Iver_1_1_1578385181.jpg?itok=_M1hc5Ux
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Record Of The Year,7 rings,Ariana Grande,"Charles Anderson, Tommy Brown, Michael Foster & Victoria Monet, producers; Serban Ghenea, John Hanes, Billy Hickey & Brendan Morawski, engineers/mixers; Randy Merrill, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ariana%2BGrande/Ariana%2520Grande_1_1_1578384678.jpg?itok=Amj90j13
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Record Of The Year,Hard Place,H.E.R.,"Rodney “Darkchild” Jerkins, producer; Joseph Hurtado, Jaycen Joshua, Derek Keota & Miki Tsutsumi, engineers/mixers; Colin Leonard, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/H.E.R./H.E.R._1_1_1594631035.jpg?itok=ClJe-2MN
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Record Of The Year,Talk,Khalid,"Disclosure & Denis Kosiak, producers; Ingmar Carlson, Jon Castelli, Josh Deguzman, John Kercy, Denis Kosiak, Guy Lawrence & Michael Romero, engineers/mixers; Dale Becker, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Khalid/Khalid_1_1_1594578772.jpg?itok=2HxjAT-X
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Record Of The Year,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,"Andrew ""VoxGod"" Bolooki, Jocelyn “Jozzy” Donald & YoungKio, producers; Andrew ""VoxGod"" Bolooki, Cinco & Joe Grasso, engineers/mixers; Eric Lagg, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Montero%2BLamar%2BHill/Lil%2520Nas%2520X_1_1_1581656760.jpg?itok=_YR6dOjI
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Record Of The Year,Truth Hurts,Lizzo,"Ricky Reed & Tele, producers; Chris Galland, Manny Marroquin & Ethan Shumaker, engineers/mixers; Chris Gehringer, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lizzo/Lizzo_1_1_1583931631.jpg?itok=Gm2FQx4s
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Record Of The Year,Sunflower,Post Malone & Swae Lee,"Louis Bell & Carter Lang, producers; Louis Bell & Manny Marroquin, engineers/mixers; Mike Bozzi, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Post%2BMalone/Post%2520Malone_1_1_1594910341.jpg?itok=HCyRm13g
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Album Of The Year,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,"Finneas O'Connell, producer; Rob Kinelski & Finneas O'Connell, engineers/mixers; Billie Eilish O'Connell & Finneas O'Connell, songwriters; John Greenham, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Billie%2BEilish/Billie%2520Eilish_1_1_1594138954.jpg?itok=3-71Dfxh
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Album Of The Year,"I,I",Bon Iver,"Brad Cook, Chris Messina & Justin Vernon, producers; Zach Hanson & Chris Messina, engineers/mixers; BJ Burton, Brad Cook & Justin Vernon, songwriters; Greg Calbi, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bon%2BIver/Bon%2520Iver_1_1_1578385181.jpg?itok=_M1hc5Ux
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Album Of The Year,Norman F***ing Rockwell!,Lana Del Rey,"Jack Antonoff & Lana Del Rey, producers; Jack Antonoff & Laura Sisk, engineers/mixers; Jack Antonoff & Lana Del Rey, songwriters; Chris Gehringer, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lana%2BDel%2BRey/Lana%2520Del%2520Rey_1_1_1581552089.jpg?itok=a-RXRsSr
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Album Of The Year,"thank u, next",Ariana Grande,"Tommy Brown, Ilya, Max Martin & Victoria Monet, producers; Serban Ghenea, Sam Holland & Brendan Morawski, engineers/mixers; Tommy Brown, Ariana Grande, Savan Kotecha, Max Martin, Victoria Monet, Tayla Parx & Ilya Salmanzadeh, songwriters; Randy Merrill, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ariana%2BGrande/Ariana%2520Grande_1_1_1578384678.jpg?itok=Amj90j13
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Album Of The Year,I Used To Know Her,H.E.R.,"David ""Swagg R'Celious"" Harris, H.E.R., Walter Jones & Jeff Robinson, producers; Miki Tsutsumi, engineer/mixer; Sam Ashworth, Jeff “Gitty” Gitelman, David ""Swagg R'Celious"" Harris & H.E.R., songwriters; Dave Kutch, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/H.E.R./H.E.R._1_1_1594631035.jpg?itok=ClJe-2MN
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Album Of The Year,7,Lil Nas X,"Joe Grasso, engineer/mixer; Montero Lamar Hill, songwriter; Eric Lagg, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Montero%2BLamar%2BHill/Lil%2520Nas%2520X_1_1_1581656760.jpg?itok=_YR6dOjI
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Album Of The Year,Cuz I Love You (Deluxe),Lizzo,"Ricky Reed, producer; Manny Marroquin & Ethan Shumaker, engineers/mixers; Eric Frederic & Melissa Jefferson, songwriters; Chris Gehringer, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ricky%2BReed/Ricky%2520Reed_1_1_1581552716.jpg?itok=Qw0BFFJ4
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Album Of The Year,Father Of The Bride,Vampire Weekend,"Ezra Koenig & Ariel Rechtshaid, producers; John DeBold, Chris Kasych, Takemasa Kosaka, Ariel Rechtshaid & Hiroya Takayama, engineers/mixers; Ezra Koenig, songwriter; Emily Lazar, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Vampire%2BWeekend/Vampire%2520Weekend_1_1_1578387474.jpg?itok=mAj-5E-g
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Dance Recording,Got To Keep On,The Chemical Brothers,"The Chemical Brothers, producers; Steve Dub Jones & Tom Rowlands, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/The%2BChemical%2BBrothers/The%2520Chemical%2520Brothers_1_1_1578387427.jpg?itok=d4bO6Tpl
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Dance Recording,Linked,Bonobo,"Simon Green, producer; Simon Green & Frank Merritt, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bonobo/Bonobo_1_1_1578387014.jpg?itok=6Xx-KaEA
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Dance Recording,Piece Of Your Heart,Meduza Featuring Goodboys,"Simone Giani, Luca De Gregorio & Mattia Vitale, producers; Simone Giani, Luca De Gregorio & Mattia Vitale, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Meduza/Meduza_1_1_1581656767.jpg?itok=bUt2_QoP
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Dance Recording,Underwater,RÜFÜS DU SOL,"Jason Evigan & RÜFÜS DU SOL, producers; Cassian Stewart-Kasimba, mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/R%25C3%25BCf%25C3%25BCs%2BDu%2BSol/R%25C3%259CF%25C3%259CS%2520DU%2520SOL_1_1_1581551768.jpg?itok=i-NFBuVl
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Dance Recording,Midnight Hour,"Skrillex, Boys Noize & Ty Dolla $ign","Boys Noize & Skrillex, producers; Tom Norris & Skrillex, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Skrillex/Skrillex_1_1_1579166214.jpg?itok=SbT7rssq
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Regional Roots Music Album,Hawaiian Lullaby,(Various Artists),"Imua Garza & Kimié Miner, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Imua%2BGarza/Imua%2520Garza_1_1_1597164429.jpg?itok=RuWP5q9w
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Compilation Soundtrack For Visual Media,A Star Is Born,Lady Gaga & Bradley Cooper,"Paul “DJWS” Blair, Bradley Cooper, Lady Gaga, Nick Monson, Lukas Nelson, Mark Nilan Jr. & Benjamin Rice, compilation producers; Julianne Jordan & Julia Michels, music supervisors",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lady%2BGaga/Lady%2520Gaga_1_1_1594731362.jpg?itok=O8WmBmXy
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Compilation Soundtrack For Visual Media,The Lion King: The Songs,(Various Artists),"Jon Favreau & Hans Zimmer, compilation producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jon%2BFavreau/Jon%2520Favreau_1_1_1592404830.jpg?itok=DxQPcixu
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Music Video,Old Town Road (Official Movie),Lil Nas X & Billy Ray Cyrus,"Calmatic, video director; Candice Dragonas, Melissa Larsen & Saul Levitz, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Montero%2BLamar%2BHill/Lil%2520Nas%2520X_1_1_1581656760.jpg?itok=_YR6dOjI
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Music Video,We've Got To Try,The Chemical Brothers,"Ninian Doff, video director; Ellie Fry, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/The%2BChemical%2BBrothers/The%2520Chemical%2520Brothers_1_1_1578387427.jpg?itok=d4bO6Tpl
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Music Video,This Land,Gary Clark Jr.,"Savanah Leaf, video director; Jason Cole, Danielle Hinde, Alicia Martinez & Devin Sarno, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/garyclarkjr-spotlight-590678766.png?itok=Wc9C6JCI
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Music Video,Cellophane,FKA twigs,"Andrew Thomas Huang, video director; Alex Chamberlain, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/FKA%2Btwigs/FKA%2520twigs_1_1_1584534372.jpg?itok=fKNAWfo-
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Music Video,Glad He's Gone,Tove Lo,"Vania Heymann & Gal Muggia, video directors; Natan Schottenfels, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tove%2BLo/Tove%2520Lo_1_1_1595838597.jpg?itok=QXFNtXGF
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Music Film,Homecoming,Beyoncé,"Beyoncé Knowles-Carter & Ed Burke, video directors; Steve Pamon & Erinn Williams, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Beyonc%25C3%25A9%2BKnowles/Beyonc%25C3%25A9_1_1_1597674429.jpg?itok=1jKGWBfF
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Music Film,Remember My Name,David Crosby,"A.J. Eaton, video director; Cameron Crowe, Michele Farinola & Greg Mariotti, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BCrosby/David%2520Crosby_1_1_1591283852.jpg?itok=3VsOtEJQ
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Music Film,Birth Of The Cool,(Miles Davis),"Stanley Nelson, video director; Nicole London, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/stanley_nelson.png?itok=-MNAiiVP
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Music Film,Shangri-La,(Various Artists),"Jeff Malmberg & Morgan Neville, video directors; Danny Breen, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/morgan_neville.png?itok=xD-0oBtl
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,Best Music Film,Anima,Thom Yorke,"Paul Thomas Anderson, video director; Paul Thomas Anderson, Erica Frauman & Sara Murphy, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/thom_yorke.png?itok=YO27DEeb
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Record Of The Year,This Is America,Childish Gambino,"Donald Glover & Ludwig Göransson, producers; Derek ""MixedByAli"" Ali, Kesha Lee, Riley Mackin, Shaan Singh & Alex Tumay, engineers/mixers; Mike Bozzi, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Childish%2BGambino/Childish%2520Gambino_1_1_1591112936.jpg?itok=AU_J_f8x
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Album Of The Year,Golden Hour,Kacey Musgraves,"Ian Fitchuk, Kacey Musgraves & Daniel Tashian, producers; Craig Alvin & Shawn Everett, engineers/mixers; Ian Fitchuk, Kacey Musgraves & Daniel Tashian, songwriters; Greg Calbi & Steve Fallone, mastering engineers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kacey%2BMusgraves/Kacey%2520Musgraves_1_1_1578384727.jpg?itok=OQQ3rnwH
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Traditional Pop Vocal Album,My Way,Willie Nelson,"Buddy Cannon & Matt Rollings, producers; Tony Castle, Steve Chadie & Ed Cherney, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Willie%2BNelson/Willie%2520Nelson_1_1_1578385381.jpg?itok=Dc-WqO_x
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Pop Vocal Album,Sweetener,Ariana Grande,"Pharrell Williams, producer; Mike Larson, engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ariana%2BGrande/Ariana%2520Grande_1_1_1578384678.jpg?itok=Amj90j13
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Dance Recording,Electricity,Silk City & Dua Lipa Featuring Diplo & Mark Ronson,"Jarami, Alex Metric, Riton & Silk City, producers; Josh Gudwin, mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Silk%2BCity/Silk%2520City_1_1_1581628566.jpg?itok=AbWKBXwp
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Dance/Electronic Album,Woman Worldwide,Justice,"Justice, producers; Justice, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Justice/Justice_1_1_1575363094.jpg?itok=NoZFQoef
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Rock Album,From The Fires,Greta Van Fleet,"Herschel Boone, Al Sutton & Marlon Young, producers; Al Sutton, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Greta%2BVan%2BFleet/Greta%2520Van%2520Fleet_1_1_1578384393.jpg?itok=CN-WN5iB
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Alternative Music Album,Colors,Beck,"Beck & Greg Kurstin, producers; Julian Burg, Serban Ghenea, David Greenbaum, John Hanes, Greg Kurstin, Florian Lagatta, Cole M.G.N., Alex Pasco, Jesse Shatkin, Darrel Thorp & Cassidy Turbin, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Beck/Beck_1_1_1578385706.jpg?itok=mG8JgiRs
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best R&B Album,H.E.R.,H.E.R.,"Darhyl ""DJ"" Camper, David ""Swagg R'Celius"" Harris, H.E.R., Walter Jones & Jeff Robinson, producers; Mikinari Tsutsumi, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/H.E.R./H.E.R._1_1_1594631035.jpg?itok=ClJe-2MN
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Rap Album,Invasion Of Privacy,Cardi B,"Leslie Brathwaite & Evan LaRay, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Cardi%2BB/Cardi%2520B_1_1_1581552048.jpg?itok=KP1P0IP1
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Country Album,Golden Hour,Kacey Musgraves,"Ian Fitchuk, Kacey Musgraves & Daniel Tashian, producers; Craig Alvin & Shawn Everett, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kacey%2BMusgraves/Kacey%2520Musgraves_1_1_1578384727.jpg?itok=OQQ3rnwH
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Jazz Vocal Album,The Window,Cécile McLorin Salvant,"Sullivan Fortner, Al Pryor & Cécile McLorin Salvant, producers; Todd Whitelock, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/C%25C3%25A9cile%2BMcLorin%2BSalvant/Cecile%2520McLorin%2520Salvant_1_1_1588264786.jpg?itok=ZI5BvUzC
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Jazz Instrumental Album,Emanon,The Wayne Shorter Quartet,"Don Was, producer; Rob Griffin, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Don%2BWas/Don%2520Was_1_1_1597166605.jpg?itok=VjPdbASx
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Large Jazz Ensemble Album,"American Dreamers: Voices Of Hope, Music Of Freedom",John Daversa Big Band Featuring DACA Artists,"Doug Davis & Kabir Sehgal, producers; Oscar Autie, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Doug%2BDavis/Doug%2520Davis_1_1_1581642927.jpg?itok=tFmHTF79
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Gospel Album,Hiding Place,Tori Kelly,"Kirk Franklin, Ronald Hill & Max Stark, producers; Rob Chiarelli & Michael Havens, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tori%2BKelly/Tori%2520Kelly_1_1_1594739766.jpg?itok=LfN3g0_f
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Contemporary Christian Music Album,Look Up Child,Lauren Daigle,"Jason Ingram & Paul Mabury, producers; Mark Endert & Buckley Miller, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lauren%2BDaigle/Lauren%2520Daigle_1_1_1595415610.jpg?itok=e8j0Bu5A
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Roots Gospel Album,Unexpected,Jason Crabb,"Jay DeMarcus, producer; Derek Bason, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jason%2BCrabb/Jason%2520Crabb_1_1_1581557998.jpg?itok=kXAxOT8q
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Latin Pop Album,Sincera,Claudia Brant,"Cheche Alara & Antonio ""Moogie"" Canazio, producers; Antonio ""Moogie"" Canazio, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Cheche%2BAlara/Cheche%2520Alara_1_1_1581561845.jpg?itok=QFY1ENqe
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,"Best Latin Rock, Urban or Alternative Album",Aztlán,Zoé,"Phil Vinall & Zoé, producers; Juan Sebastian Rodriguez & Craig Silvey, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Zo%25C3%25A9/Zo%25C3%25A9_1_1_1596099458.jpg?itok=BSzlRylW
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Regional Mexican Music Album (Including Tejano),¡México Por Siempre!,Luis Miguel,"Luis Miguel & David Reitzas, producers; David Reitzas & Jess Sutcliffe, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Luis%2BMiguel/Luis%2520Miguel_1_1_1581556466.jpg?itok=yzp0imhA
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Tropical Latin Album,Anniversary,Spanish Harlem Orchestra,"Doug Beavers, producer; Kyle Cassel & Guido Diaz, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Doug%2BBeavers/Doug%2520Beavers_1_1_1581558730.jpg?itok=88HuCIGb
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Americana Album,"By The Way, I Forgive You",Brandi Carlile,"Dave Cobb & Shooter Jennings, producers; Eddie Spear, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Brandi%2BCarlile/Brandi%2520Carlile_1_1_1597247043.jpg?itok=5265JEVE
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Bluegrass Album,The Travelin' McCourys,The Travelin' McCourys,"The Travelin' McCourys, producers; Sean Sullivan, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/The%2BTravelin%2527%2BMcCourys/The%2520Travelin%2527%2520McCourys_1_1_1594938701.jpg?itok=2VZ_f4ff
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Contemporary Blues Album,Please Don't Be Dead,Fantastic Negrito,"Fantastic Negrito, producer; Nahuel Bronzini, Alexandro ""Migui"" Maloles & Matt Winegar, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Fantastic%2BNegrito/Fantastic%2520Negrito_1_1_1575357373.jpg?itok=3hYD10aD
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Folk Album,All Ashore,Punch Brothers,"Punch Brothers, producers; Jason Wormer, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Punch%2BBrothers/Punch%2520Brothers_1_1_1594671548.jpg?itok=SqQ5PyYx
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Regional Roots Music Album,No 'Ane'i,Kalani Pe'a,"Allan B. Cool, Kalani Pe'a & Dave Tucciarone, producers; Dave Tucciarone, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kalani%2BPe%2527a/Kalani%2520Pe%2527a_1_1_1581553494.jpg?itok=rAnFwS_R
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Reggae Album,44/876,Sting & Shaggy,"Sting International, producer; Tony Lake & Robert Orton, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Sting/Sting_1_1_1578385091.jpg?itok=W4VkSShX
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best World Music Album,Freedom,Soweto Gospel Choir,"Diniloxolo Ndlakuse, producer; Gabs Agostino, Tarick Joseph, Richard Mitchell & Oyama Songo, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Soweto%2BGospel%2BChoir/Soweto%2520Gospel%2520Choir_1_1_1581629382.jpg?itok=kUiaTG4e
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,Best Comedy Album,Equanimity & The Bird Revelation,Dave Chappelle,"Rikki Hughes, Stan Lathan, Sina Sadighi, Carla Sims & Geof Wills, producers; Brian Riordan, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dave%2BChappelle/Dave%2520Chappelle_1_1_1581629380.jpg?itok=3HV8iP_8
