year,title,published_at,updated_at,category,nominee,artist,workers,img
2014,57th Annual GRAMMY Awards  (2014),2017-11-28T00:03:45-08:00,2020-09-01T12:16:40-07:00,Best World Music Album,Eve,Angelique Kidjo,"Patrick Dillett, producer; Michael Brauer, Patrick Dillett & Laurent Dupuy, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ang%25C3%25A9lique%2BKidjo/Ang%25C3%25A9lique%2520Kidjo_1_1_1598366948.jpg?itok=wGfBf5NX
2014,57th Annual GRAMMY Awards  (2014),2017-11-28T00:03:45-08:00,2020-09-01T12:16:40-07:00,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Diary Of A Mad Diva,Joan Rivers,"Diane Mckiernan, producer; Nikki Banks Maurer & Jared O'Connell, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Joan%2BRivers/Joan%2520Rivers_1_1_1581553827.jpg?itok=AF_W0yHj
2014,57th Annual GRAMMY Awards  (2014),2017-11-28T00:03:45-08:00,2020-09-01T12:16:40-07:00,Best Comedy Album,Mandatory Fun,Weird Al Yankovic,"Weird Al Yankovic, producer; Rafael Serrano, Brian Warwick & Dave Way, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/weird_al_yankovic_spotlight_510334176.png?itok=u7SwDHr0
2014,57th Annual GRAMMY Awards  (2014),2017-11-28T00:03:45-08:00,2020-09-01T12:16:40-07:00,Best Compilation Soundtrack For Visual Media,Frozen,(Various Artists),"Kristen Anderson-Lopez, Robert Lopez, Tom MacDougall & Chris Montan, compilation producers; David Boucher, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BBoucher/David%2520Boucher_1_1_1581619732.jpg?itok=hREVW5Z4
2014,57th Annual GRAMMY Awards  (2014),2017-11-28T00:03:45-08:00,2020-09-01T12:16:40-07:00,Best Music Video,Happy,Pharrell Williams,"We Are From LA (Pierre Dupaquier & Clement Durou), video directors; Kathleen Heffernan, Solal Micenmacher, Jett Steiger & Cedric Troadec, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Pharrell%2BWilliams/Pharrell%2520Williams_1_1_1581551862.jpg?itok=3OIcxGsf
2014,57th Annual GRAMMY Awards  (2014),2017-11-28T00:03:45-08:00,2020-09-01T12:16:40-07:00,Best Music Film,20 Feet From Stardom,"Darlene Love, Merry Clayton, Lisa Fischer & Judith Hill","Morgan Neville, video director; Gil Friesen & Caitrin Rogers, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Darlene%2BLove/Darlene%2520Love_1_1_1581552073.jpg?itok=94T-9i74
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Record Of The Year,Get Lucky,Daft Punk Featuring Pharrell Williams & Nile Rodgers,"Thomas Bangalter & Guy-Manuel de Homem-Christo, producers; Peter Franco, Mick Guzauski, Florian Lagatta & Daniel Lerner, engineers/mixers; Antoine Chabert & Bob Ludwig, mastering engineers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/465384097_daft_punk_pharrell.jpg?itok=tZ0IzKSI
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Album Of The Year,Random Access Memories,Daft Punk,"Julian Casablancas, DJ Falcon, Todd Edwards, Chilly Gonzales, Giorgio Moroder, Panda Bear, Nile Rodgers, Paul Williams & Pharrell Williams, featured artists; Thomas Bangalter, Julian Casablancas, Guy-Manuel de Homem-Christo, DJ Falcon & Todd Edwards, producers; Peter Franco, Mick Guzauski, Florian Lagatta, Guillaume Le Braz & Daniel Lerner, engineers/mixers; Antoine Chabert & Bob Ludwig, mastering engineers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/465276899_daft_punk.jpg?itok=LnRBgTfq
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Pop Instrumental Album,Steppin' Out,Herb Alpert,"Herb Alpert & Lani Hall, producers; Mick Guzauski, Hussain Jiffry & Alan Myerson, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Herb%2BAlpert/Herb%2520Alpert_1_1_1581628867.jpg?itok=45UhbQPe
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Pop Vocal Album,Unorthodox Jukebox,Bruno Mars,"Philip Lawrence, Ari Levine & Bruno Mars, producers; Ari Levine & Manny Marroquin, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bruno%2BMars/Bruno%2520Mars_1_1_1578385368.jpg?itok=KhxnacRR
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Dance Recording,Clarity,Zedd Featuring Foxes,"Zedd, producer; Zedd, mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Zedd/Zedd_1_1_1591112930.jpg?itok=LOy_jmk8
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Dance/Electronica Album,Random Access Memories,Daft Punk,"Daft Punk (Thomas Bangalter & Guy-Manuel de Homem-Christo), producers; Peter Franco, Mick Guzauski & Florian Lagatta, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Daft%2BPunk/Daft%2520Punk_1_1_1578385203.jpg?itok=hx6oiajd
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Traditional Pop Vocal Album,To Be Loved,Michael Bublé,"Bob Rock, producer; Eric Helmkamp, Roger Monk & Bob Rock, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Michael%2BBubl%25C3%25A9/Michael%2520Bubl%25C3%25A9_1_1_1578385534.jpg?itok=QJp6bog2
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Rock Album,Celebration Day,Led Zeppelin,"Dick Curruthers & Jim Parsons, producers; John Catlin, Alan Moulder & Tim Summerhayes, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Led%2BZeppelin/Led%2520Zeppelin_1_1_1581552172.jpg?itok=MFsZs-CU
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Alternative Music Album,Modern Vampires Of The City,Vampire Weekend,"Ariel Rechtshaid, producer; Michael Harris, Ariel Rechtshaid, Nick Rowe & Dave Schiffman, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Vampire%2BWeekend/Vampire%2520Weekend_1_1_1578387474.jpg?itok=mAj-5E-g
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Urban Contemporary Album,Unapologetic,Rihanna,"Kuk Harrell, producer; Kuk Harrell, Manny Marroquin & Marcos Tovar, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Rihanna/Rihanna_1_1_1581552340.jpg?itok=0Uce4ss-
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best R&B Album,Girl On Fire,Alicia Keys,"Alicia Keys, producer; Manny Marroquin & Ann Mincieli, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Alicia%2BKeys/Alicia%2520Keys_1_1_1584094646.jpg?itok=vIOmIzAR
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Rap Album,The Heist,Macklemore & Ryan Lewis,"Macklemore & Ryan Lewis, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ryan%2BLewis/Ryan%2520Lewis_1_1_1581552314.jpg?itok=X87O4cva
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Country Album,Same Trailer Different Park,Kacey Musgraves,"Luke Laird, Shane McAnally & Kacey Musgraves, producers; Charlie Brocco & Ryan Gore, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kacey%2BMusgraves/Kacey%2520Musgraves_1_1_1578384727.jpg?itok=OQQ3rnwH
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best New Age Album,Love's River,Laura Sullivan,"Eric Sullivan, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Laura%2BSullivan/Laura%2520Sullivan_1_1_1581552651.jpg?itok=TFFR7I8L
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Jazz Vocal Album,Liquid Spirit,Gregory Porter,"Brian Bacchus, producer; Jay Newland, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gregory%2BPorter/Gregory%2520Porter_1_1_1592251517.jpg?itok=eJd90TcH
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Jazz Instrumental Album,Money Jungle: Provocative In Blue,Terri Lyne Carrington,"Terri Lyne Carrington, producer; Jeremy Loucas & Mike Marciano, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Terri%2BLyne%2BCarrington/Terri%2520Lyne%2520Carrington_1_1_1581553550.jpg?itok=fqlbhRm1
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Large Jazz Ensemble Album,Night In Calisia,"Randy Brecker, Włodek Pawlik Trio & Kalisz Philharmonic","Jacek Gawlowski, Leszek Kaminski & Jaroslaw Regulski, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Randy%2BBrecker/Randy%2520Brecker_1_1_1575373868.jpg?itok=9QxyBydg
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Latin Jazz Album,Song For Maura,Paquito D'Rivera And Trio Corrente,"Brenda Feliciano & Jacques Figueras, producers; Carlos Akamine & Daniel Freiberg, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Paquito%2BD%2527Rivera/Paquito%2520D%2527Rivera_1_1_1581554599.jpg?itok=QYgXlw4P
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Gospel Album,Greater Than [Live],Tye Tribbett,"Brandon Jones & Tye Tribbett, producers; John Jaszcz, Ryan Moys & Brian Thomason, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tye%2BTribbett/Tye%2520Tribbett_1_1_1597167626.jpg?itok=G6lNvA_y
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Contemporary Christian Music Album,Overcomer,Mandisa,"David Garcia & Christopher Stevens, producers; David Garcia & Christopher Stevens, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Mandisa/Mandisa_1_1_1598306051.jpg?itok=-2f3uoRt
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Latin Pop Album,Vida,Draco Rosa,"Draco Rosa, producer; Benny Faccone, Seth Horan Atkins & Sadaharu Yagi, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Draco%2BRosa/DRACO%2520ROSA_1_1_1589896032.jpg?itok=UuaFM9QX
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,"Best Latin Rock, Urban or Alternative Album",Treinta Días,La Santa Cecilia,"Sebastian Krys, producer; Sebastian Krys, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/La%2BSanta%2BCecilia/La%2520Santa%2520Cecilia_1_1_1578384712.jpg?itok=LXEcLxz2
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Regional Mexican Music Album (Including Tejano),A Mi Manera,Mariachi Divas De Cindy Shea,"Salvador ""Chava"" Sandoval, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Mariachi%2BDivas%2BDe%2BCindy%2BShea/Mariachi%2520Divas%2520de%2520Cindy%2520Shea_1_1_1581557400.jpg?itok=wsySZtbw
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Americana Album,Old Yellow Moon,Emmylou Harris & Rodney Crowell,"Brian Ahern, producer; Donivan Cowart, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Emmylou%2BHarris/Emmylou%2520Harris_1_1_1596198478.jpg?itok=wsJVpP65
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Bluegrass Album,The Streets Of Baltimore,Del McCoury Band,"David Ferguson, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BFerguson/David%2520Ferguson_1_1_1581556736.jpg?itok=fBUSqOeM
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Blues Album,Get Up!,Ben Harper With Charlie Musselwhite,"Chris Goldsmith, Sheldon Gomberg, Ben Harper, Jesse Ingalls, Jason Mozersky & Jordan Richardson, producers; Sheldon Gomberg, Jason Gossman, Bill Mims & Erich Talaba, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ben%2BHarper/Ben%2520Harper_1_1_1578385482.jpg?itok=KpbF7evm
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Folk Album,My Favorite Picture Of You,Guy Clark,"Shawn Camp, Guy Clark & Chris Latham, producers; Chris Latham, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Guy%2BClark/Guy%2520Clark_1_1_1595949076.jpg?itok=v0YCoZEQ
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Regional Roots Music Album,Dockside Sessions,Terrance Simien & The Zydeco Experience,"George G. Receli, producer; David Farrell & George G. Receli, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Terrance%2BSimien%2B%2526%2BThe%2BZydeco%2BExperience/Terrance%2520Simien%2520%2526%2520The%2520Zydeco%2520Experience_1_1_1581628613.jpg?itok=qSRlT1x4
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Reggae Album,Ziggy Marley In Concert,Ziggy Marley,"Ziggy Marley, producer; Errol Brown & Fabian Cooke, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ziggy%2BMarley/Ziggy%2520Marley_1_1_1578385064.jpg?itok=B83Wyv27
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best World Music Album,Live: Singing For Peace Around The World,Ladysmith Black Mambazo,"Mitch Goldstein, producer; Jon Picciano, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ladysmith%2BBlack%2BMambazo/Ladysmith%2520Black%2520Mambazo_1_1_1585147865.jpg?itok=GRzbQUPR
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Children's Album,Throw A Penny In The Wishing Well,Jennifer Gasoi,"Jennifer Gasoi, producer; Pierre Messier, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jennifer%2BGasoi/Jennifer%2520Gasoi_1_1_1581621103.jpg?itok=wdB_Vu4a
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",America Again: Re-becoming The Greatness We Never Weren't,Stephen Colbert,"Aaron Cohen & Michele McGonigle, producers; Christine M. Farrell & Todd Kilponen, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Aaron%2BCohen/Aaron%2520Cohen_1_1_1581555097.jpg?itok=l4d9TdSh
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Comedy Album,Calm Down Gurrl,Kathy Griffin,"Don Worsham, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kathy%2BGriffin/Kathy%2520Griffin_1_1_1581555734.jpg?itok=9CDdg6St
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Compilation Soundtrack For Visual Media,Sound City: Real To Reel,Dave Grohl & Various Artists,"Butch Vig, compilation producer; James Brown, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BGrohl/Dave%2520Grohl_1_1_1591113061.jpg?itok=hl8m1EhF
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Music Video,Suit & Tie,Justin Timberlake Featuring Jay Z,"David Fincher, video director; Timory King, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/transparent_square_21.png?itok=nLQjmfit
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Music Film,Live Kisses,Paul McCartney,"Jonas Åkerlund, video director; Violaine Etienne, Aron Levine & Scott Rodger, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Paul%2BMcCartney/Paul%2520McCartney_1_1_1591112977.jpg?itok=E0dSZgtJ
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Record Of The Year,Somebody That I Used To Know,Gotye Featuring Kimbra,"Wally De Backer, producer; Wally De Backer & Francois Tetaz, engineers/mixers; William Bowden, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/161396233_gotye_kimbra.jpg?itok=4_A2Llji
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Album Of The Year,Babel,Mumford & Sons,"Markus Dravs, producer; Robin Baynton, Ruadhri Cushnan & Matt Lawrence, engineers/mixers; Bob Ludwig, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/161430627_mumford_sons.jpg?itok=OtgIihLL
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Pop Instrumental Album,Impressions,Chris Botti,"Bobby Colomby, producer; Allen M. Sides, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chris%2BBotti/Chris%2520Botti_1_1_1576352517.jpg?itok=M284g-x6
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Pop Vocal Album,Stronger,Kelly Clarkson,"Serban Ghenea & John Hanes, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kelly%2BClarkson/Kelly%2520Clarkson_1_1_1594057028.jpg?itok=mEUBzOGC
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Dance Recording,Bangarang,Skrillex Featuring Sirah,"Skrillex, producer; Skrillex, mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Skrillex/Skrillex_1_1_1579166214.jpg?itok=SbT7rssq
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Dance/Electronica Album,Bangarang,Skrillex,"Skrillex, producer; Skrillex, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Skrillex/Skrillex_1_1_1579166214.jpg?itok=SbT7rssq
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Traditional Pop Vocal Album,Kisses On The Bottom,Paul McCartney,"Tommy LiPuma, producer; Al Schmitt, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Paul%2BMcCartney/Paul%2520McCartney_1_1_1591112977.jpg?itok=E0dSZgtJ
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Rock Album,El Camino,The Black Keys,"Danger Mouse & The Black Keys (Dan Auerbach & Patrick Carney), producers; Tchad Blake & Kennie Takahashi, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/The%2BBlack%2BKeys/The%2520Black%2520Keys_1_1_1595949843.jpg?itok=Vg62uatp
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Alternative Music Album,Making Mirrors,Gotye,"Gotye, producer; Francois Tetaz, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gotye/Gotye_1_1_1581551867.jpg?itok=ZIc11ls8
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Urban Contemporary Album,Channel Orange,Frank Ocean,"James Ryan Ho, Frank Ocean & Om'mas Keith, producers; Jeff Ellis, James Ryan Ho & Frank Ocean, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Frank%2BOcean/Frank%2520Ocean_1_1_1591113067.jpg?itok=_S0DP_A-
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Rap Album,Take Care,Drake,"Noah ""40"" Shebib, producer; Noel ""Gadget"" Campbell & Noah ""40"" Shebib, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Drake/Drake_1_1_1594066654.jpg?itok=SV_b8VHJ
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Country Album,Uncaged,Zac Brown Band,"Keith Stegall, producer; John Kelton, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Zac%2BBrown%2BBand/Zac%2520Brown%2520Band_1_1_1578385252.jpg?itok=AkNCKYRK
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best New Age Album,Echoes Of Love,Omar Akram,"Gregg Karukas, producer; Gregg Karukas, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Omar%2BAkram/omar%2520akram_1_1_1597154155.jpg?itok=g7ini2eQ
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Jazz Vocal Album,Radio Music Society,Esperanza Spalding,"Esperanza Spalding, producer; Joe Ferla & Fernando Lodeiro, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Esperanza%2BSpalding/Esperanza%2520Spalding_1_1_1581552254.jpg?itok=5wdQbxbw
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Large Jazz Ensemble Album,Dear Diz (Every Day I Think Of You),Arturo Sandoval,"Gregg Field & Arturo Sandoval, producers; Gregg Field & Don Murray, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Arturo%2BSandoval/Arturo%2520Sandoval_1_1_1581560975.jpg?itok=5M3lBvaY
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Gospel Album,Gravity,Lecrae,"Carlton Lynn & Joseph Prielozny, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lecrae/Lecrae_1_1_1597148791.jpg?itok=knCfRJ89
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Contemporary Christian Music Album,Eye On It,TobyMac,"Christopher Stevens & Tobymac, producers; Jerricho Scroggins, Christopher Stevens & Taylor Stevens, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/TobyMac/TobyMac_1_1_1598306051.jpg?itok=SpVwnS-G
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Latin Pop Album,MTV Unplugged Deluxe Edition,Juanes,"Juan Luis Guerra, producer; Gustavo Borner, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Juanes/Juanes_1_1_1596248014.jpg?itok=tCm50Dlr
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,"Best Latin Rock, Urban or Alternative Album",Imaginaries,Quetzal,"Daniel Sheehy, producer; Pete Reiniger, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Quetzal/Quetzal_1_1_1581553825.jpg?itok=yxINxrGu
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Regional Mexican Music Album (Including Tejano),Pecados Y Milagros,Lila Downs,"Paul Cohen, Lila Downs & Aneiro Taño, producers; Alan Saucedo, Aneiro Taño & Rodolfo Vasquez, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lila%2BDowns/Lila%2520Downs_1_1_1597403811.jpg?itok=2MeOguf8
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Americana Album,Slipstream,Bonnie Raitt,"Bonnie Raitt, producer; Ryan Freeland, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bonnie%2BRaitt/Bonnie%2520Raitt_1_1_1581551760.jpg?itok=3VdTUqfR
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Blues Album,Locked Down,Dr. John,"Dan Auerbach, producer; Dan Auerbach & Collin Dupuis, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dr.%2BJohn/Dr.%2520John_1_1_1578385151.jpg?itok=crgtmith
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Folk Album,The Goat Rodeo Sessions,"Yo-Yo Ma, Stuart Duncan, Edgar Meyer & Chris Thile","Steven Epstein, producer; Richard King, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Yo-Yo%2BMa/Yo-Yo%2520Ma_1_1_1581553648.jpg?itok=yLZy5PfU
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,Best Regional Roots Music Album,The Band Courtbouillon,"Wayne Toups, Steve Riley & Wilson Savoy","Joel Savoy, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Wayne%2BToups/Wayne%2520Toups_1_1_1575366512.jpg?itok=30cU9_uO
