year,title,published_at,updated_at,category,nominee,artist,workers,img,grammy_nominee_key,grammy_artist_key
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,bad guy,billie eilish,"finneas o'connell, producer; rob kinelski and finneas o'connell, engineers/mixers; john greenham, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/billie%2beilish/billie%2520eilish_1_1_1594138954.jpg?itok=3-71dfxh,bad guy,billie eilish
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,"hey, ma",bon iver,"bj burton, brad cook, chris messina and justin vernon, producers; bj burton, zach hanson and chris messina, engineers/mixers; greg calbi, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/bon%2biver/bon%2520iver_1_1_1578385181.jpg?itok=_m1hc5ux,"hey, ma",bon iver
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,7 rings,ariana grande,"charles anderson, tommy brown, michael foster and victoria monet, producers; serban ghenea, john hanes, billy hickey and brendan morawski, engineers/mixers; randy merrill, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/ariana%2bgrande/ariana%2520grande_1_1_1578384678.jpg?itok=amj90j13,7 rings,ariana grande
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,hard place,h.e.r.,"rodney darkchild jerkins, producer; joseph hurtado, jaycen joshua, derek keota and miki tsutsumi, engineers/mixers; colin leonard, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/h.e.r./h.e.r._1_1_1594631035.jpg?itok=clje-2mn,hard place,h.e.r.
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,talk,khalid,"disclosure and denis kosiak, producers; ingmar carlson, jon castelli, josh deguzman, john kercy, denis kosiak, guy lawrence and michael romero, engineers/mixers; dale becker, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/khalid/khalid_1_1_1594578772.jpg?itok=2hxjat-x,talk,khalid
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,old town road,lil nas x featuring billy ray cyrus,"andrew ""voxgod"" bolooki, jocelyn jozzy donald and youngkio, producers; andrew ""voxgod"" bolooki, cinco and joe grasso, engineers/mixers; eric lagg, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/montero%2blamar%2bhill/lil%2520nas%2520x_1_1_1581656760.jpg?itok=_yr6doji,old town road,lil nas x featuring billy ray cyrus
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,truth hurts,lizzo,"ricky reed and tele, producers; chris galland, manny marroquin and ethan shumaker, engineers/mixers; chris gehringer, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/lizzo/lizzo_1_1_1583931631.jpg?itok=gm2fqx4s,truth hurts,lizzo
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,record of the year,sunflower,post malone and swae lee,"louis bell and carter lang, producers; louis bell and manny marroquin, engineers/mixers; mike bozzi, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/post%2bmalone/post%2520malone_1_1_1594910341.jpg?itok=hcyrm13g,sunflower,post malone and swae lee
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,album of the year,"when we all fall asleep, where do we go?",billie eilish,"finneas o'connell, producer; rob kinelski and finneas o'connell, engineers/mixers; billie eilish o'connell and finneas o'connell, songwriters; john greenham, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/billie%2beilish/billie%2520eilish_1_1_1594138954.jpg?itok=3-71dfxh,"when we all fall asleep, where do we go?",billie eilish
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,album of the year,"i,i",bon iver,"brad cook, chris messina and justin vernon, producers; zach hanson and chris messina, engineers/mixers; bj burton, brad cook and justin vernon, songwriters; greg calbi, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/bon%2biver/bon%2520iver_1_1_1578385181.jpg?itok=_m1hc5ux,"i,i",bon iver
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,album of the year,norman f***ing rockwell!,lana del rey,"jack antonoff and lana del rey, producers; jack antonoff and laura sisk, engineers/mixers; jack antonoff and lana del rey, songwriters; chris gehringer, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/lana%2bdel%2brey/lana%2520del%2520rey_1_1_1581552089.jpg?itok=a-rxrssr,norman f***ing rockwell!,lana del rey
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,album of the year,"thank u, next",ariana grande,"tommy brown, ilya, max martin and victoria monet, producers; serban ghenea, sam holland and brendan morawski, engineers/mixers; tommy brown, ariana grande, savan kotecha, max martin, victoria monet, tayla parx and ilya salmanzadeh, songwriters; randy merrill, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/ariana%2bgrande/ariana%2520grande_1_1_1578384678.jpg?itok=amj90j13,"thank u, next",ariana grande
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,album of the year,i used to know her,h.e.r.,"david ""swagg r'celious"" harris, h.e.r., walter jones and jeff robinson, producers; miki tsutsumi, engineer/mixer; sam ashworth, jeff gitty gitelman, david ""swagg r'celious"" harris and h.e.r., songwriters; dave kutch, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/h.e.r./h.e.r._1_1_1594631035.jpg?itok=clje-2mn,i used to know her,h.e.r.
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,album of the year,7,lil nas x,"joe grasso, engineer/mixer; montero lamar hill, songwriter; eric lagg, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/montero%2blamar%2bhill/lil%2520nas%2520x_1_1_1581656760.jpg?itok=_yr6doji,7,lil nas x
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,album of the year,cuz i love you (deluxe),lizzo,"ricky reed, producer; manny marroquin and ethan shumaker, engineers/mixers; eric frederic and melissa jefferson, songwriters; chris gehringer, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/ricky%2breed/ricky%2520reed_1_1_1581552716.jpg?itok=qw0bffj4,cuz i love you (deluxe),lizzo
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,album of the year,father of the bride,vampire weekend,"ezra koenig and ariel rechtshaid, producers; john debold, chris kasych, takemasa kosaka, ariel rechtshaid and hiroya takayama, engineers/mixers; ezra koenig, songwriter; emily lazar, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/vampire%2bweekend/vampire%2520weekend_1_1_1578387474.jpg?itok=maj-5e-g,father of the bride,vampire weekend
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best dance recording,got to keep on,the chemical brothers,"the chemical brothers, producers; steve dub jones and tom rowlands, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/the%2bchemical%2bbrothers/the%2520chemical%2520brothers_1_1_1578387427.jpg?itok=d4bo6tpl,got to keep on,the chemical brothers
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best dance recording,linked,bonobo,"simon green, producer; simon green and frank merritt, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/bonobo/bonobo_1_1_1578387014.jpg?itok=6xx-kaea,linked,bonobo
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best dance recording,piece of your heart,meduza featuring goodboys,"simone giani, luca de gregorio and mattia vitale, producers; simone giani, luca de gregorio and mattia vitale, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/meduza/meduza_1_1_1581656767.jpg?itok=but2_qop,piece of your heart,meduza featuring goodboys
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best dance recording,underwater,rufus du sol,"jason evigan and rufus du sol, producers; cassian stewart-kasimba, mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/r%25c3%25bcf%25c3%25bcs%2bdu%2bsol/r%25c3%259cf%25c3%259cs%2520du%2520sol_1_1_1581551768.jpg?itok=i-nfbuvl,underwater,rufus du sol
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best dance recording,midnight hour,"skrillex, boys noize and ty dolla $ign","boys noize and skrillex, producers; tom norris and skrillex, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/skrillex/skrillex_1_1_1579166214.jpg?itok=sbt7rssq,midnight hour,"skrillex, boys noize and ty dolla $ign"
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best regional roots music album,hawaiian lullaby,(various artists),"imua garza and kimie miner, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/imua%2bgarza/imua%2520garza_1_1_1597164429.jpg?itok=ruwp5q9w,hawaiian lullaby,(various artists)
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best compilation soundtrack for visual media,a star is born,lady gaga and bradley cooper,"paul djws blair, bradley cooper, lady gaga, nick monson, lukas nelson, mark nilan jr. and benjamin rice, compilation producers; julianne jordan and julia michels, music supervisors",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/lady%2bgaga/lady%2520gaga_1_1_1594731362.jpg?itok=o8wmbmxy,a star is born,lady gaga and bradley cooper
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best compilation soundtrack for visual media,the lion king: the songs,(various artists),"jon favreau and hans zimmer, compilation producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/jon%2bfavreau/jon%2520favreau_1_1_1592404830.jpg?itok=dxqpcixu,the lion king: the songs,(various artists)
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best music video,old town road (official movie),lil nas x and billy ray cyrus,"calmatic, video director; candice dragonas, melissa larsen and saul levitz, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/montero%2blamar%2bhill/lil%2520nas%2520x_1_1_1581656760.jpg?itok=_yr6doji,old town road (official movie),lil nas x and billy ray cyrus
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best music video,we've got to try,the chemical brothers,"ninian doff, video director; ellie fry, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/the%2bchemical%2bbrothers/the%2520chemical%2520brothers_1_1_1578387427.jpg?itok=d4bo6tpl,we've got to try,the chemical brothers
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best music video,this land,gary clark jr.,"savanah leaf, video director; jason cole, danielle hinde, alicia martinez and devin sarno, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/garyclarkjr-spotlight-590678766.png?itok=wc9c6jci,this land,gary clark jr.
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best music video,cellophane,fka twigs,"andrew thomas huang, video director; alex chamberlain, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/fka%2btwigs/fka%2520twigs_1_1_1584534372.jpg?itok=fknawfo-,cellophane,fka twigs
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best music video,glad he's gone,tove lo,"vania heymann and gal muggia, video directors; natan schottenfels, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/tove%2blo/tove%2520lo_1_1_1595838597.jpg?itok=qxfntxgf,glad he's gone,tove lo
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best music film,homecoming,beyonce,"beyonce knowles-carter and ed burke, video directors; steve pamon and erinn williams, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/beyonc%25c3%25a9%2bknowles/beyonc%25c3%25a9_1_1_1597674429.jpg?itok=1jkgwbff,homecoming,beyonce
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best music film,remember my name,david crosby,"a.j. eaton, video director; cameron crowe, michele farinola and greg mariotti, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/david%2bcrosby/david%2520crosby_1_1_1591283852.jpg?itok=3vsotejq,remember my name,david crosby
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best music film,birth of the cool,(miles davis),"stanley nelson, video director; nicole london, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/stanley_nelson.png?itok=-mnaiivp,birth of the cool,(miles davis)
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best music film,shangri-la,(various artists),"jeff malmberg and morgan neville, video directors; danny breen, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/morgan_neville.png?itok=xd-0obtl,shangri-la,(various artists)
2019,62nd Annual GRAMMY Awards  (2019),2020-05-19T05:10:28-07:00,2020-05-19T05:10:28-07:00,best music film,anima,thom yorke,"paul thomas anderson, video director; paul thomas anderson, erica frauman and sara murphy, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/thom_yorke.png?itok=yo27deeb,anima,thom yorke
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,record of the year,this is america,childish gambino,"donald glover and ludwig goransson, producers; derek ""mixedbyali"" ali, kesha lee, riley mackin, shaan singh and alex tumay, engineers/mixers; mike bozzi, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/childish%2bgambino/childish%2520gambino_1_1_1591112936.jpg?itok=au_j_f8x,this is america,childish gambino
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,album of the year,golden hour,kacey musgraves,"ian fitchuk, kacey musgraves and daniel tashian, producers; craig alvin and shawn everett, engineers/mixers; ian fitchuk, kacey musgraves and daniel tashian, songwriters; greg calbi and steve fallone, mastering engineers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/kacey%2bmusgraves/kacey%2520musgraves_1_1_1578384727.jpg?itok=oqq3rnwh,golden hour,kacey musgraves
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best traditional pop vocal album,my way,willie nelson,"buddy cannon and matt rollings, producers; tony castle, steve chadie and ed cherney, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/willie%2bnelson/willie%2520nelson_1_1_1578385381.jpg?itok=dc-wqo_x,my way,willie nelson
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best pop vocal album,sweetener,ariana grande,"pharrell williams, producer; mike larson, engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/ariana%2bgrande/ariana%2520grande_1_1_1578384678.jpg?itok=amj90j13,sweetener,ariana grande
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best dance recording,electricity,silk city and dua lipa featuring diplo and mark ronson,"jarami, alex metric, riton and silk city, producers; josh gudwin, mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/silk%2bcity/silk%2520city_1_1_1581628566.jpg?itok=abwkbxwp,electricity,silk city and dua lipa featuring diplo and mark ronson
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best dance/electronic album,woman worldwide,justice,"justice, producers; justice, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/justice/justice_1_1_1575363094.jpg?itok=nozfqoef,woman worldwide,justice
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best rock album,from the fires,greta van fleet,"herschel boone, al sutton and marlon young, producers; al sutton, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/greta%2bvan%2bfleet/greta%2520van%2520fleet_1_1_1578384393.jpg?itok=cn-wn5ib,from the fires,greta van fleet
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best alternative music album,colors,beck,"beck and greg kurstin, producers; julian burg, serban ghenea, david greenbaum, john hanes, greg kurstin, florian lagatta, cole m.g.n., alex pasco, jesse shatkin, darrel thorp and cassidy turbin, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/beck/beck_1_1_1578385706.jpg?itok=mg8jgirs,colors,beck
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best r and b album,h.e.r.,h.e.r.,"darhyl ""dj"" camper, david ""swagg r'celius"" harris, h.e.r., walter jones and jeff robinson, producers; mikinari tsutsumi, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/h.e.r./h.e.r._1_1_1594631035.jpg?itok=clje-2mn,h.e.r.,h.e.r.
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best rap album,invasion of privacy,cardi b,"leslie brathwaite and evan laray, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/cardi%2bb/cardi%2520b_1_1_1581552048.jpg?itok=kp1p0ip1,invasion of privacy,cardi b
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best country album,golden hour,kacey musgraves,"ian fitchuk, kacey musgraves and daniel tashian, producers; craig alvin and shawn everett, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/kacey%2bmusgraves/kacey%2520musgraves_1_1_1578384727.jpg?itok=oqq3rnwh,golden hour,kacey musgraves
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best jazz vocal album,the window,cecile mclorin salvant,"sullivan fortner, al pryor and cecile mclorin salvant, producers; todd whitelock, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/c%25c3%25a9cile%2bmclorin%2bsalvant/cecile%2520mclorin%2520salvant_1_1_1588264786.jpg?itok=zi5bvuzc,the window,cecile mclorin salvant
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best jazz instrumental album,emanon,the wayne shorter quartet,"don was, producer; rob griffin, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/don%2bwas/don%2520was_1_1_1597166605.jpg?itok=vjpdbasx,emanon,the wayne shorter quartet
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best large jazz ensemble album,"american dreamers: voices of hope, music of freedom",john daversa big band featuring daca artists,"doug davis and kabir sehgal, producers; oscar autie, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/doug%2bdavis/doug%2520davis_1_1_1581642927.jpg?itok=tfmhtf79,"american dreamers: voices of hope, music of freedom",john daversa big band featuring daca artists
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best gospel album,hiding place,tori kelly,"kirk franklin, ronald hill and max stark, producers; rob chiarelli and michael havens, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/tori%2bkelly/tori%2520kelly_1_1_1594739766.jpg?itok=lfn3g0_f,hiding place,tori kelly
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best contemporary christian music album,look up child,lauren daigle,"jason ingram and paul mabury, producers; mark endert and buckley miller, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/lauren%2bdaigle/lauren%2520daigle_1_1_1595415610.jpg?itok=e8j0bu5a,look up child,lauren daigle
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best roots gospel album,unexpected,jason crabb,"jay demarcus, producer; derek bason, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/jason%2bcrabb/jason%2520crabb_1_1_1581557998.jpg?itok=kxaxot8q,unexpected,jason crabb
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best latin pop album,sincera,claudia brant,"cheche alara and antonio ""moogie"" canazio, producers; antonio ""moogie"" canazio, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/cheche%2balara/cheche%2520alara_1_1_1581561845.jpg?itok=qfy1enqe,sincera,claudia brant
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,"best latin rock, urban or alternative album",aztlan,zoe,"phil vinall and zoe, producers; juan sebastian rodriguez and craig silvey, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/zo%25c3%25a9/zo%25c3%25a9_1_1_1596099458.jpg?itok=bszlrylw,aztlan,zoe
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best regional mexican music album (including tejano),mexico por siempre!,luis miguel,"luis miguel and david reitzas, producers; david reitzas and jess sutcliffe, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/luis%2bmiguel/luis%2520miguel_1_1_1581556466.jpg?itok=yzp0imha,mexico por siempre!,luis miguel
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best tropical latin album,anniversary,spanish harlem orchestra,"doug beavers, producer; kyle cassel and guido diaz, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/doug%2bbeavers/doug%2520beavers_1_1_1581558730.jpg?itok=88hucigb,anniversary,spanish harlem orchestra
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best americana album,"by the way, i forgive you",brandi carlile,"dave cobb and shooter jennings, producers; eddie spear, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/brandi%2bcarlile/brandi%2520carlile_1_1_1597247043.jpg?itok=5265jeve,"by the way, i forgive you",brandi carlile
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best bluegrass album,the travelin' mccourys,the travelin' mccourys,"the travelin' mccourys, producers; sean sullivan, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/the%2btravelin%2527%2bmccourys/the%2520travelin%2527%2520mccourys_1_1_1594938701.jpg?itok=2vz_f4ff,the travelin' mccourys,the travelin' mccourys
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best contemporary blues album,please don't be dead,fantastic negrito,"fantastic negrito, producer; nahuel bronzini, alexandro ""migui"" maloles and matt winegar, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/fantastic%2bnegrito/fantastic%2520negrito_1_1_1575357373.jpg?itok=3hyd10ad,please don't be dead,fantastic negrito
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best folk album,all ashore,punch brothers,"punch brothers, producers; jason wormer, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/punch%2bbrothers/punch%2520brothers_1_1_1594671548.jpg?itok=sqq5pyyx,all ashore,punch brothers
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best regional roots music album,no 'ane'i,kalani pe'a,"allan b. cool, kalani pe'a and dave tucciarone, producers; dave tucciarone, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/kalani%2bpe%2527a/kalani%2520pe%2527a_1_1_1581553494.jpg?itok=ranfws_r,no 'ane'i,kalani pe'a
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best reggae album,44/876,sting and shaggy,"sting international, producer; tony lake and robert orton, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/sting/sting_1_1_1578385091.jpg?itok=w4vksshx,44/876,sting and shaggy
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best world music album,freedom,soweto gospel choir,"diniloxolo ndlakuse, producer; gabs agostino, tarick joseph, richard mitchell and oyama songo, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/soweto%2bgospel%2bchoir/soweto%2520gospel%2520choir_1_1_1581629382.jpg?itok=kuiatg4e,freedom,soweto gospel choir
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best comedy album,equanimity and the bird revelation,dave chappelle,"rikki hughes, stan lathan, sina sadighi, carla sims and geof wills, producers; brian riordan, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/dave%2bchappelle/dave%2520chappelle_1_1_1581629380.jpg?itok=3hv8ip_8,equanimity and the bird revelation,dave chappelle
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best compilation soundtrack for visual media,the greatest showman,hugh jackman ( and various artists),"alex lacamoire, benj pasek, justin paul and greg wells, compilation producers; derik lee, ian macgregor and greg wells, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/hugh%2bjackman/hugh%2520jackman_1_1_1600072433muzooka.jpg?itok=qc-uhq-7,the greatest showman,hugh jackman ( and various artists)
2018,61st Annual GRAMMY Awards  (2018),2018-12-06T23:48:49-08:00,2019-09-10T01:06:11-07:00,best music video,this is america,childish gambino,"hiro murai, video director; ibra ake, jason cole and fam rothstein, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/childish%2bgambino/childish%2520gambino_1_1_1591112936.jpg?itok=au_j_f8x,this is america,childish gambino
